gender,tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,Churn
Male,8,1,659.45,1,0,0,0
Female,1,1,77.15,0,0,0,1
Male,1,0,35.25,1,0,0,1
Male,60,1,1205.05,0,0,0,0
Male,49,1,4917.9,1,1,1,0
Male,4,0,201.0,1,1,0,1
Female,29,1,599.3,0,0,0,0
Female,67,1,1733.15,0,0,0,0
Female,53,1,5149.5,1,1,0,1
Male,67,1,4677.1,0,0,1,0
Female,6,1,119.3,0,0,0,0
Female,47,1,4849.1,1,1,0,0
Female,53,1,5424.25,1,0,1,0
Male,69,1,5878.9,1,1,1,0
Male,3,1,244.85,1,0,0,0
Male,4,1,220.75,0,0,0,0
Male,56,1,4261.2,1,0,1,0
Male,59,1,5574.75,1,1,0,1
Male,61,1,1501.75,0,0,0,0
Female,2,1,89.75,0,0,0,0
Male,46,1,4541.2,0,1,0,1
Male,12,1,255.5,0,0,0,0
Female,14,1,1072.0,0,0,0,1
Female,28,1,2509.25,1,0,1,0
Male,24,1,1440.75,0,0,1,0
Male,31,1,1715.65,0,0,1,1
Female,68,1,5333.35,1,0,1,0
Male,39,1,3895.35,1,1,1,0
Female,42,1,869.9,0,0,0,0
Male,13,0,706.85,1,1,1,1
Female,6,1,512.25,1,0,0,0
Male,35,1,2636.05,0,0,0,1
Female,38,1,814.75,0,0,0,0
Male,18,1,388.6,0,0,0,0
Female,4,1,93.45,0,0,0,0
Male,27,1,1389.85,0,0,1,0
Male,41,1,2894.55,0,1,0,0
Male,50,1,4025.6,1,1,1,0
Male,72,1,1354.4,0,0,0,0
Female,70,1,1856.4,0,0,0,0
Male,44,1,926.0,0,0,0,0
Male,2,1,189.2,0,0,0,1
Female,34,1,682.1,0,0,0,0
Female,72,1,1778.7,0,0,0,0
Male,71,1,1816.2,0,0,0,0
Female,64,1,7069.25,1,1,1,0
Female,72,1,1841.2,0,0,0,0
Male,1,1,74.25,0,0,0,1
Male,29,1,2656.7,1,0,0,0
Female,23,1,1689.45,1,0,1,0
Male,52,1,1054.75,0,0,0,0
Female,25,1,2187.55,1,0,0,1
Female,64,1,7334.05,1,1,1,0
Female,16,1,1581.2,1,1,0,1
Male,1,1,69.5,0,0,0,1
Male,24,1,2404.85,1,1,0,0
Male,2,1,171.45,0,1,0,0
Female,34,1,2839.45,1,1,1,0
Male,36,1,3132.75,1,0,0,1
Male,53,1,3942.45,1,1,1,0
Female,47,1,873.4,0,0,0,0
Male,72,1,1529.65,0,0,0,0
Male,72,1,6991.6,1,0,1,0
Male,1,1,19.4,0,0,0,1
Female,9,1,803.3,1,0,0,1
Female,8,1,679.3,0,1,0,1
Male,45,1,2791.5,1,0,0,1
Female,7,1,715.0,1,1,1,0
Female,71,1,1681.6,0,0,0,0
Female,41,1,4016.2,1,1,1,0
Male,67,0,3281.65,1,1,0,0
Male,69,1,7317.1,1,0,1,0
Female,70,1,6474.45,1,1,1,0
Male,25,1,676.35,0,0,0,1
Male,72,1,8164.1,1,1,1,0
Male,34,0,1325.85,0,1,1,0
Female,65,1,1654.85,0,0,0,0
Female,70,1,7795.95,1,1,1,0
Female,72,0,3952.45,1,1,0,0
Male,35,1,2495.15,1,1,1,0
Male,13,1,1230.25,1,1,0,1
Female,12,1,876.75,1,1,0,0
Female,62,1,4263.45,0,1,1,0
Female,25,1,1992.95,1,1,1,0
Female,52,0,1982.1,0,0,1,0
Male,8,1,562.7,0,0,0,0
Male,2,1,33.7,0,0,0,0
Female,56,1,1090.1,0,0,0,0
Female,12,1,227.45,0,0,0,0
Female,47,1,1250.85,0,0,0,0
Male,2,1,37.2,0,0,0,0
Female,18,1,892.7,0,0,0,0
Female,8,1,487.75,0,1,0,0
Male,45,1,3713.95,0,0,0,0
Male,3,1,141.7,0,0,0,0
Female,38,1,678.2,0,0,0,0
Male,72,1,8425.3,1,1,1,0
Male,46,1,4154.8,1,0,0,1
Female,71,1,7061.65,0,1,0,0
Male,66,0,3364.55,1,1,1,0
Male,25,1,2655.25,1,1,0,1
Male,18,1,1425.45,1,1,1,1
Female,13,1,332.5,0,0,0,0
Female,65,1,5963.95,1,1,1,0
Male,60,1,5742.9,0,1,0,1
Male,15,1,278.85,0,0,0,0
Female,72,1,1871.85,0,0,0,0
Male,30,1,2866.45,1,1,0,1
Female,42,1,4303.65,1,1,1,0
Female,71,1,1753.0,0,0,0,0
Female,1,1,54.75,1,0,0,1
Male,39,1,3759.05,1,1,0,1
Female,35,1,617.65,0,0,0,0
Female,53,1,5935.1,1,1,1,0
Female,1,1,94.6,1,1,0,1
Female,31,1,2911.3,1,1,1,1
Male,48,1,982.95,0,0,0,0
Female,30,1,2974.5,1,1,1,0
Male,10,1,198.7,0,0,0,0
Female,12,1,1275.65,1,1,0,0
Female,57,1,4003.0,0,1,1,0
Female,58,1,3791.6,0,1,0,0
Female,37,1,813.3,0,0,0,0
Female,44,1,780.25,0,0,0,0
Male,27,1,552.9,0,0,0,0
Female,8,1,408.25,0,0,1,0
Male,3,1,231.8,0,0,0,1
Female,25,1,2191.15,1,0,0,0
Female,57,1,5611.7,1,1,0,0
Female,12,1,246.25,0,0,0,0
Female,62,1,1296.15,0,0,0,0
Female,65,1,7082.85,1,1,1,0
Female,71,1,5662.25,1,1,1,0
Female,21,1,1215.45,0,1,0,0
Male,71,1,7854.15,1,1,0,0
Female,7,1,525.0,0,0,0,0
Female,72,1,5265.2,1,0,1,0
Female,1,1,70.1,0,0,0,0
Female,72,1,7129.45,1,0,1,0
Female,64,1,7266.95,1,1,1,0
Female,72,1,8496.7,1,1,1,0
Female,29,1,2878.75,1,1,0,0
Female,13,1,261.3,0,0,0,0
Female,31,1,3205.6,1,1,0,0
Male,1,1,69.75,0,0,0,1
Male,7,0,279.25,0,0,1,1
Male,61,1,6281.45,1,1,0,1
Female,39,0,1131.3,0,0,0,1
Male,10,1,738.2,0,0,0,1
Female,14,1,1137.05,1,1,1,0
Female,1,1,80.2,0,0,0,1
Female,67,1,6341.45,1,0,1,1
Female,72,1,6697.2,1,1,1,0
Male,6,1,260.8,0,0,0,1
Female,1,1,19.6,0,0,0,1
Male,25,1,505.45,0,0,0,0
Female,33,1,3655.45,1,1,1,1
Male,18,1,1299.8,0,1,1,0
Male,71,1,5564.85,1,1,1,0
Male,28,1,1381.8,0,0,0,0
Female,2,1,188.1,0,0,0,0
Male,17,1,1077.05,0,0,1,0
Male,56,1,4922.4,0,0,0,0
Female,60,0,2911.5,1,0,0,0
Female,33,1,826.1,0,0,0,0
Female,1,1,83.4,0,0,1,0
Male,2,1,140.7,0,0,0,1
Male,63,1,5377.8,0,0,1,0
Male,7,1,665.45,1,1,0,1
Female,55,1,3617.1,1,0,0,0
Female,65,1,6643.5,0,1,1,0
Male,1,1,84.8,0,1,1,1
Male,63,1,1559.3,0,0,0,0
Female,70,1,7987.6,1,1,1,0
Female,36,0,1547.35,0,0,1,0
Male,52,1,5426.85,1,1,1,1
Male,22,1,1127.35,0,0,0,1
Male,22,1,2142.8,1,0,1,0
Female,5,1,287.85,0,0,1,0
Female,47,1,4045.65,1,0,0,1
Female,33,1,2757.85,1,0,0,1
Male,18,0,600.0,0,0,0,1
Female,1,1,19.8,0,0,0,0
Male,56,1,4534.45,1,1,1,0
Female,2,1,40.9,0,0,0,0
Male,35,1,2094.9,0,0,0,0
Female,64,1,1584.8,0,0,0,0
Female,15,1,1302.65,0,0,0,0
Male,24,1,2238.5,1,1,0,1
Male,1,1,55.55,1,0,0,0
Female,70,1,5437.75,1,1,1,0
Male,1,1,90.75,1,1,0,1
Female,4,1,365.65,0,1,0,1
Female,39,1,2209.15,1,0,1,0
Female,29,1,1912.15,1,0,0,0
Female,14,1,255.55,0,0,0,0
Female,61,1,5175.3,1,1,1,0
Male,13,1,670.65,0,0,0,0
Female,66,0,3177.25,0,0,1,0
Male,2,0,90.35,1,1,0,1
Female,59,1,6557.75,1,1,0,0
Male,62,1,5791.85,0,1,0,0
Male,33,1,3055.5,1,0,1,0
Male,66,1,5196.1,1,1,1,0
Female,72,1,8405.0,1,1,1,0
Male,1,1,19.75,0,0,0,1
Female,19,1,1789.25,1,0,0,1
Female,51,1,5000.05,0,1,1,0
Male,63,1,6713.2,1,1,1,0
Male,27,1,562.6,0,0,0,0
Male,22,1,2317.1,1,1,0,1
Female,4,1,91.45,0,0,0,0
Male,42,1,828.85,0,0,0,0
Female,29,1,617.35,0,0,0,0
Female,4,1,266.9,0,0,0,1
Male,30,1,625.05,0,0,0,0
Male,4,1,301.4,0,0,0,1
Male,71,1,6029.9,1,1,1,0
Male,46,0,1842.7,0,0,1,0
Male,4,1,206.6,0,0,0,1
Female,7,1,604.7,0,0,0,1
Male,69,1,7386.05,1,1,1,0
Female,72,1,7334.05,0,1,0,0
Male,19,1,1471.75,0,0,0,1
Male,28,1,2626.15,1,0,1,0
Male,5,1,412.1,0,0,0,1
Female,72,1,8277.05,1,1,1,0
Male,8,1,583.45,0,1,0,1
Female,7,1,369.25,1,0,0,0
Female,22,1,1049.05,0,0,0,0
Male,72,1,1414.8,0,0,0,0
Male,8,1,169.75,0,0,0,0
Male,52,1,4354.45,1,0,1,0
Female,68,0,2719.2,0,0,1,0
Female,71,1,6365.35,1,1,1,0
Male,2,1,51.6,0,0,0,0
Female,34,1,3190.25,0,1,1,0
Female,35,0,812.5,0,0,0,0
Female,61,1,1143.8,0,0,0,0
Male,1,1,44.0,0,0,0,0
Female,1,1,50.1,0,0,0,1
Female,53,1,3297.0,1,0,0,0
Female,72,1,1887.0,0,0,0,0
Male,2,1,151.8,0,0,0,1
Male,3,1,293.65,1,1,1,1
Female,13,1,1308.1,1,1,0,1
Male,41,0,2215.4,1,1,0,0
Female,24,1,482.8,0,0,0,0
Female,28,1,2598.95,1,1,0,1
Male,8,0,216.45,0,0,0,0
Male,1,1,20.45,0,0,0,0
Female,54,1,5064.85,1,0,1,0
Male,41,1,996.45,0,0,0,0
Female,19,1,839.65,0,0,0,0
Female,72,1,6733.0,1,1,1,0
Male,62,0,2618.3,0,0,1,0
Female,56,1,4084.35,1,1,1,0
Male,15,1,765.5,0,0,0,1
Male,10,1,793.55,1,0,0,1
Male,32,1,613.95,0,0,0,0
Male,21,1,402.85,0,0,0,0
Male,62,1,1244.8,0,0,0,0
Female,2,0,46.4,0,0,0,0
Male,27,1,581.85,0,0,0,0
Male,5,1,462.8,1,1,0,1
Female,25,0,1540.2,1,1,0,0
Female,2,1,169.8,1,0,0,1
Male,49,1,5168.1,1,1,1,0
Female,63,1,6780.1,1,1,0,0
Female,4,1,94.5,0,0,0,0
Female,1,1,55.3,0,1,0,0
Male,11,1,208.0,0,0,0,0
Male,52,1,3829.75,0,0,0,0
Female,60,1,5294.6,1,0,0,0
Male,64,1,6889.8,1,1,1,0
Female,43,1,3254.35,1,1,0,0
Female,61,1,6383.9,1,1,1,0
Female,1,1,44.4,0,0,0,1
Male,5,1,477.7,1,1,0,1
Male,66,1,4447.55,0,0,1,0
Male,67,1,7321.05,1,1,1,0
Female,42,1,4135.0,1,1,1,0
Male,1,1,86.05,0,1,0,1
Female,31,1,697.7,0,0,0,0
Male,7,1,168.65,0,0,0,0
Male,4,0,174.3,1,1,0,1
Male,34,1,2753.8,1,1,0,0
Male,3,1,69.25,0,0,0,0
Female,19,0,434.8,0,0,0,0
Male,31,0,1077.5,0,0,1,1
Female,1,1,95.65,1,1,0,1
Male,3,0,107.25,0,0,1,0
Male,46,1,851.2,0,0,0,0
Female,1,1,20.95,0,0,0,1
Female,69,1,5848.6,0,0,0,0
Male,5,1,109.8,0,0,0,0
Male,1,1,19.65,0,0,0,0
Male,26,1,595.5,0,0,0,0
Female,10,0,329.8,1,0,0,1
Male,25,1,2513.5,1,1,1,0
Male,64,1,5135.35,0,0,0,0
Male,30,1,2000.2,0,0,1,0
Male,13,1,931.75,0,0,0,0
Female,64,1,7396.15,1,1,1,0
Female,46,1,3958.85,0,0,1,0
Female,12,1,260.9,0,0,0,0
Female,15,1,297.3,0,0,0,1
Male,17,1,1515.1,1,1,0,1
Female,13,1,816.8,1,0,0,0
Female,67,1,4868.4,0,1,1,0
Male,24,0,688.0,0,0,0,0
Male,6,1,288.35,0,0,1,0
Male,53,1,3229.65,0,0,1,1
Male,16,1,1178.25,0,0,0,1
Male,10,1,185.4,0,0,0,0
Female,13,1,966.25,0,0,0,0
Male,9,1,758.6,0,1,0,1
Female,25,1,1863.8,0,1,1,1
Male,7,0,265.8,1,0,1,0
Male,38,1,3297.0,1,1,1,0
Female,43,1,4107.3,1,0,0,0
Female,4,1,396.3,1,1,1,1
Female,25,1,2809.05,1,1,1,0
Male,27,1,1567.55,0,0,0,0
Male,72,1,1851.45,0,0,0,0
Male,71,1,6028.95,0,0,0,0
Female,24,1,2072.75,0,1,0,0
Female,50,1,5551.15,1,1,1,1
Male,57,1,4317.35,1,1,0,0
Female,15,1,736.8,0,0,0,0
Male,4,1,336.15,0,0,0,0
Female,28,1,1522.65,0,0,0,0
Female,9,1,622.9,0,0,0,1
Female,55,1,4959.6,0,1,0,0
Male,3,1,329.95,1,1,0,1
Male,10,1,1048.85,1,1,0,1
Male,55,1,1001.5,0,0,0,0
Female,20,1,442.6,0,0,0,0
Female,62,1,6703.5,1,1,1,0
Male,32,1,3351.55,1,1,1,1
Female,43,1,779.25,0,0,0,0
Male,9,0,259.8,0,0,0,1
Female,60,1,3483.45,0,0,1,0
Male,58,1,4890.5,1,1,0,0
Male,7,1,136.75,0,0,0,0
Male,2,1,184.15,1,1,0,0
Male,37,0,1315.0,0,0,0,0
Female,65,1,6767.1,1,1,1,0
Female,39,1,757.95,0,0,0,0
Male,66,1,6890.0,1,1,1,1
Male,68,1,1657.4,0,0,0,0
Female,62,0,3008.55,0,1,1,0
Male,3,1,262.05,0,1,1,1
Female,72,1,8165.1,1,1,0,0
Female,41,1,875.55,0,0,0,0
Male,29,1,2649.15,1,1,0,1
Female,4,1,220.65,0,0,0,0
Male,53,1,1301.9,0,0,0,0
Male,1,1,74.4,0,0,0,1
Female,41,1,3326.2,1,0,1,1
Male,39,1,790.0,0,0,0,0
Male,63,1,1237.65,0,0,0,0
Male,15,1,378.6,0,0,0,0
Female,13,1,592.65,0,0,0,0
Male,1,1,50.15,0,0,0,0
Male,1,1,20.45,0,0,0,0
Male,8,1,560.85,0,0,0,1
Male,60,1,3638.25,0,0,0,0
Female,12,1,1060.2,0,1,0,1
Male,40,1,2921.75,0,1,1,0
Female,66,1,4017.45,0,0,0,0
Male,42,1,854.9,0,0,0,0
Female,66,1,4174.35,0,0,1,0
Male,49,1,4920.55,1,1,0,0
Female,1,1,20.5,0,0,0,1
Female,41,1,810.3,0,0,0,0
Female,41,1,772.4,0,0,0,0
Female,23,1,1936.85,0,0,1,0
Male,3,0,79.8,0,0,0,0
Female,4,0,202.25,1,0,1,0
Female,52,1,1070.5,0,0,0,0
Female,4,1,347.65,1,1,0,1
Female,11,1,999.9,1,0,1,0
Female,2,1,113.1,1,0,0,0
Female,26,1,2015.8,0,0,0,0
Male,24,1,1454.25,0,0,0,0
Female,12,1,246.7,0,0,0,0
Male,60,1,6017.9,1,1,1,0
Female,64,1,5817.45,1,1,1,0
Male,66,1,5595.3,1,1,1,0
Female,60,1,4765.0,0,0,0,0
Male,17,1,1201.65,0,1,0,0
Male,42,1,867.3,0,0,0,0
Male,1,1,50.15,0,0,0,0
Female,47,1,3007.25,1,0,1,0
Female,10,1,252.75,0,0,0,0
Male,70,1,6306.5,1,1,1,0
Male,67,1,6841.05,1,1,0,0
Female,1,1,81.95,1,0,0,1
Male,7,1,451.1,0,0,0,1
Male,1,1,44.6,0,0,0,0
Male,4,1,226.2,0,1,1,0
Female,66,1,7082.5,1,1,0,0
Female,12,1,1017.35,1,0,0,0
Female,24,1,527.35,0,0,0,0
Male,26,1,2146.5,0,1,0,0
Female,6,1,455.3,1,1,0,1
Male,57,1,5969.85,1,1,1,0
Male,14,1,1235.55,0,1,0,1
Female,42,1,1014.25,0,0,0,0
Male,25,1,2362.1,1,1,0,1
Female,64,1,1225.65,0,0,0,0
Male,22,1,1873.7,1,0,0,1
Male,19,1,386.5,0,0,0,0
Female,61,1,6010.05,1,1,0,1
Male,22,1,1850.65,0,1,0,0
Male,70,1,7101.5,1,1,0,1
Male,12,1,1043.4,1,0,0,0
Female,31,1,1910.75,1,0,1,0
Female,11,1,716.1,1,1,0,0
Male,68,1,1686.15,0,0,0,0
Female,72,1,6716.45,1,1,1,0
Male,67,1,7839.85,1,1,1,0
Female,60,1,6236.75,1,1,1,0
Male,1,1,45.05,0,0,0,1
Female,1,1,71.0,0,0,0,1
Male,58,0,2919.85,0,1,0,0
Female,47,1,3309.25,0,0,0,1
Female,1,1,79.7,1,0,0,1
Male,1,1,20.45,0,0,0,0
Male,22,1,1254.7,0,0,0,1
Female,48,1,2896.4,0,0,1,1
Female,37,1,717.5,0,0,0,0
Male,13,1,253.8,0,0,0,0
Male,43,1,1110.05,0,0,0,0
Female,6,0,348.8,1,1,1,0
Male,71,0,3888.65,0,1,1,0
Female,1,1,69.25,0,0,0,1
Female,72,1,6843.15,0,1,0,0
Female,6,1,450.9,0,0,0,0
Male,12,0,432.25,0,0,1,0
Male,25,1,1767.35,0,0,0,1
Female,21,1,1742.45,0,0,1,0
Female,6,1,297.35,0,0,1,0
Male,20,1,1820.45,1,1,0,1
Male,18,1,1742.95,1,1,0,1
Female,43,1,2444.25,0,0,1,0
Female,35,1,949.8,0,0,0,0
Female,1,1,73.5,0,0,0,1
Male,32,1,2970.8,1,0,0,0
Male,52,0,3334.95,1,1,1,0
Male,32,1,2010.95,1,1,0,0
Female,72,0,4684.3,1,1,1,0
Male,51,0,2181.55,1,0,1,0
Male,68,1,1303.25,0,0,0,0
Male,8,0,371.4,1,0,0,0
Male,49,0,2409.9,1,1,0,0
Female,72,1,6155.4,1,1,1,0
Male,9,1,829.1,1,1,0,1
Female,28,1,2602.9,1,1,0,1
Male,54,1,4667.0,0,1,0,0
Male,11,1,824.75,0,0,0,1
Female,50,1,5153.5,1,1,1,0
Female,69,1,8182.85,1,1,1,0
Male,1,1,69.9,0,0,0,0
Male,68,1,6683.4,1,0,1,0
Male,40,0,1564.05,0,0,1,0
Male,31,1,755.6,0,0,0,0
Female,33,1,3465.05,1,1,0,0
Male,55,1,6292.7,1,1,1,0
Male,68,1,1664.3,0,0,0,0
Female,12,1,198.1,0,0,0,0
Male,71,1,6045.9,1,1,1,0
Male,40,1,4108.15,1,1,0,0
Female,64,1,5980.75,1,0,0,0
Male,53,1,5043.2,1,0,1,0
Male,12,1,1029.75,0,0,1,1
Male,53,0,2854.55,1,1,0,1
Male,72,1,7114.25,0,1,0,0
Male,46,1,907.05,0,0,0,0
Male,40,1,973.95,0,0,0,0
Male,12,0,605.75,0,1,1,0
Male,9,1,661.55,0,0,0,0
Female,51,1,4116.9,0,0,1,0
Male,49,1,4494.65,0,1,0,0
Male,41,1,4259.3,1,1,0,1
Female,56,1,3282.75,0,0,1,0
Male,4,1,55.7,0,0,0,0
Male,20,1,1274.45,1,0,1,0
Female,26,1,493.95,0,0,0,0
Female,20,1,2239.65,1,1,0,1
Female,7,1,480.75,0,0,0,1
Male,7,1,635.6,1,1,0,1
Male,51,1,5038.15,1,1,0,0
Female,4,1,324.2,0,0,0,0
Female,1,1,19.55,0,0,0,0
Male,27,1,2793.55,0,1,1,0
Male,22,1,2095.0,1,1,0,1
Male,12,1,648.65,0,0,1,0
Female,3,0,95.05,0,0,1,1
Female,34,1,917.15,0,0,0,0
Male,24,1,1346.9,0,0,1,0
Male,51,1,4242.35,0,0,0,1
Female,14,0,672.7,1,1,0,0
Male,59,1,6561.25,1,1,1,0
Male,3,1,268.45,1,0,0,0
Female,65,1,7337.55,1,1,1,0
Male,5,1,331.9,0,0,0,1
Female,59,1,5194.05,1,1,1,0
Male,72,0,4478.85,1,1,1,0
Female,62,1,6283.3,1,1,0,1
Male,28,1,2659.4,1,0,0,1
Male,3,1,196.9,1,0,1,0
Male,19,1,439.2,0,0,0,0
Male,1,1,19.5,0,0,0,0
Male,24,1,2107.15,0,0,1,0
Male,57,1,3035.8,0,0,1,0
Female,72,1,1866.45,0,0,0,0
Male,67,1,1430.95,0,0,0,0
Male,52,1,1071.6,0,0,0,0
Male,71,1,6457.15,1,1,1,0
Female,26,1,684.05,0,0,0,0
Female,35,1,3914.05,1,1,1,0
Female,55,1,3842.6,0,0,0,0
Female,33,1,670.35,0,0,0,0
Male,72,1,7880.25,1,1,0,0
Male,1,1,19.2,0,0,0,0
Male,10,0,298.45,1,0,0,1
Female,37,1,3371.75,0,1,1,0
Male,12,0,442.45,0,0,1,0
Male,1,1,20.4,0,0,0,0
Male,62,0,2345.55,0,0,1,0
Female,1,0,25.25,0,0,0,0
Female,18,1,1156.35,0,0,0,0
Male,69,1,6143.15,0,1,0,1
Male,2,1,144.8,0,0,0,0
Male,19,1,414.95,0,0,0,0
Male,12,1,1059.55,0,1,0,1
Male,9,1,181.8,0,0,0,0
Male,27,1,2212.55,1,1,1,0
Male,27,1,2180.55,0,0,1,1
Male,1,1,89.15,1,1,0,1
Female,24,1,459.95,0,0,0,0
Male,14,1,1036.75,0,0,0,1
Female,32,1,2276.95,0,0,0,1
Female,11,1,211.95,0,0,0,0
Male,1,1,25.0,0,0,0,0
Male,38,1,3162.65,0,0,0,0
Female,9,1,210.65,0,0,0,0
Male,54,1,3566.7,0,0,1,0
Female,29,1,2080.1,1,1,0,0
Male,44,1,4040.2,0,1,0,0
Male,59,1,5186.0,1,1,1,0
Female,3,1,196.15,1,0,0,1
Female,18,1,1087.45,0,0,1,0
Male,67,1,1672.15,0,0,0,0
Female,22,1,1206.05,0,0,1,1
Male,33,0,1113.95,0,0,1,0
Male,5,1,107.05,0,0,0,0
Female,2,1,38.15,0,0,0,0
Male,72,1,6339.3,1,1,1,0
Male,9,1,184.1,0,0,0,0
Male,67,1,1688.9,0,0,0,0
Female,16,1,1378.25,0,1,0,1
Female,8,1,137.6,0,0,0,0
Male,5,0,219.0,0,0,1,1
Male,23,1,1067.15,0,0,0,1
Male,1,1,79.55,0,1,0,1
Female,50,1,3444.85,0,0,0,1
Male,17,1,369.05,0,0,0,0
Female,68,1,7553.6,1,1,0,0
Male,1,1,84.5,0,1,0,1
Female,25,1,1813.1,0,0,0,0
Male,67,0,3321.35,0,1,1,0
Male,32,1,707.5,0,0,0,0
Female,67,1,7112.15,1,1,0,0
Male,72,0,4641.1,1,1,1,0
Male,71,1,7690.9,1,1,1,1
Male,1,1,49.9,0,0,0,0
Male,46,0,1380.1,0,0,0,1
Female,2,0,78.65,0,0,0,1
Female,1,1,45.4,0,0,0,1
Female,48,1,3094.65,1,0,0,0
Female,61,1,6518.35,1,1,1,0
Female,32,1,2585.95,1,0,0,1
Female,2,1,82.7,0,0,0,0
Female,3,1,58.85,0,0,0,1
Female,5,1,425.9,1,0,1,1
Female,71,1,6342.7,1,1,1,0
Male,37,1,2030.75,0,0,0,0
Male,65,1,6700.05,1,1,1,0
Female,67,1,7244.7,1,1,1,0
Male,49,1,3678.3,0,0,0,1
Male,50,1,3486.65,0,1,1,0
Male,25,1,411.15,0,0,0,0
Female,17,1,937.5,0,0,0,1
Female,64,1,1559.15,0,0,0,0
Male,25,0,970.4,0,1,0,0
Male,23,1,2483.5,1,1,0,1
Male,24,0,828.2,0,0,1,0
Female,37,1,3810.55,1,1,0,0
Female,21,1,1493.2,0,0,0,0
Male,1,1,45.8,0,0,0,0
Female,10,1,777.3,0,0,0,0
Male,6,1,556.35,1,0,0,1
Male,51,1,4911.05,1,0,0,0
Female,10,1,187.35,0,0,0,0
Female,6,0,307.6,1,0,1,0
Male,47,1,4318.35,1,1,1,0
Female,61,1,4820.55,1,0,1,0
Female,52,0,3038.55,1,1,0,0
Female,35,1,2136.9,0,0,0,0
Male,71,1,7472.15,1,1,0,0
Female,6,1,389.1,0,0,0,1
Male,45,1,2296.25,0,0,0,0
Female,2,1,187.45,0,1,0,1
Female,4,1,261.25,1,1,0,1
Male,2,0,38.45,0,0,0,0
Male,4,1,299.2,0,1,0,1
Male,51,1,3043.6,0,0,1,0
Male,60,1,1506.4,0,0,0,0
Male,9,1,163.7,0,0,0,0
Male,3,1,323.25,1,1,0,1
Male,17,1,1640.0,1,0,1,0
Female,8,1,762.1,0,1,0,1
Male,46,1,3846.35,1,1,1,0
Female,68,1,5646.6,1,1,1,0
Male,1,1,53.5,0,1,0,1
Female,4,1,79.05,0,0,0,0
Female,1,0,25.1,0,0,0,1
Male,28,1,1516.6,0,0,1,0
Female,39,1,2224.5,0,1,0,0
Male,11,1,888.75,1,0,0,0
Female,71,0,4310.35,1,1,1,0
Male,2,1,42.9,0,0,0,0
Male,30,1,2365.15,0,0,0,1
Female,17,1,353.65,0,0,0,0
Female,55,1,5073.1,0,1,0,0
Female,58,1,4526.85,0,0,0,0
Female,5,1,308.25,0,0,1,1
Female,1,1,19.45,0,0,0,1
Male,9,1,678.45,0,0,0,0
Male,26,1,1237.3,0,0,1,0
Female,50,1,1023.95,0,0,0,0
Female,72,1,8182.75,1,1,1,0
Female,43,1,4532.3,1,1,1,0
Male,56,1,1444.05,0,0,0,0
Female,1,1,19.1,0,0,0,0
Male,72,1,7372.65,1,1,0,1
Male,72,1,7325.1,1,0,1,0
Male,36,1,3474.2,1,1,0,0
Male,5,1,392.65,1,1,1,0
Female,13,1,1058.6,0,0,0,1
Female,44,1,3990.75,1,0,0,0
Female,70,1,7475.85,1,1,1,0
Male,44,1,835.5,0,0,0,0
Female,32,1,2628.6,0,1,0,1
Female,69,1,1718.35,0,0,0,0
Female,16,1,1023.9,0,1,1,1
Male,68,1,1193.55,0,0,0,0
Male,16,1,1205.5,0,0,0,0
Male,68,1,5776.45,1,1,1,0
Male,4,1,78.9,0,0,0,0
Female,26,0,1025.15,0,0,1,0
Female,29,0,856.35,0,0,0,1
Male,5,1,122.0,0,0,0,0
Male,70,1,6602.9,0,1,0,0
Male,24,1,1712.9,1,1,1,0
Female,72,1,5682.25,1,0,1,0
Male,1,1,74.3,0,0,1,0
Male,70,0,3635.15,1,0,1,0
Female,36,1,702.9,0,0,0,0
Female,38,1,3734.25,1,1,1,1
Female,17,1,1144.5,0,0,0,1
Female,41,1,4454.25,1,1,1,0
Female,1,1,45.3,0,0,0,1
Male,2,0,75.6,0,0,1,1
Male,14,1,1117.55,0,0,0,0
Male,2,1,180.25,1,0,1,1
Male,1,1,19.8,0,0,0,1
Male,13,1,930.05,0,1,1,0
Male,6,1,110.15,0,0,0,0
Female,4,1,333.6,0,0,0,1
Female,5,1,465.05,1,1,1,1
Female,15,1,1669.4,1,1,0,0
Female,47,1,3545.1,0,0,0,0
Female,8,1,504.05,1,0,1,0
Male,17,0,440.2,0,0,0,0
Male,15,1,1151.55,0,0,0,0
Female,26,1,2475.35,1,0,1,0
Female,23,1,1249.25,0,0,0,0
Female,4,1,317.75,0,0,0,0
Male,29,1,535.05,0,0,0,0
Female,25,1,461.3,0,0,0,0
Male,9,1,431.0,0,0,0,1
Male,18,1,878.35,0,0,0,1
Male,3,1,335.75,1,1,0,0
Female,69,0,3121.4,0,0,1,0
Male,14,1,324.8,0,0,0,0
Male,19,1,1394.55,1,1,0,0
Male,39,1,3413.25,1,0,0,0
Male,31,1,3143.65,1,1,0,0
Male,24,1,439.75,0,0,0,0
Male,14,1,664.4,0,0,1,0
Female,64,1,4759.55,1,0,1,0
Female,50,1,1033.0,0,0,0,0
Male,52,1,3482.85,0,1,1,0
Male,28,1,2688.45,1,1,0,0
Female,21,1,435.25,0,0,0,0
Male,25,1,2448.75,1,1,0,1
Female,17,1,307.0,0,0,0,0
Male,58,0,2689.35,1,1,0,0
